uid_src,uid_dst,lng_src,lat_src,lng_dst,lat_dst,distance_in_meter
637312124013045001,637312124013099887,104.269845,30.548347,104.274744,30.551521,1206
637312124013099887,637312124013045001,104.274744,30.551521,104.269845,30.548347,1206
637312124015594897,637312124012120678,104.202774,30.571428,104.204571,30.570229,1209
637312124012120678,637312124015594897,104.204571,30.570229,104.202774,30.571428,1209
637312124014930972,637312124012172226,104.258754,30.568776,104.256027,30.57325,1210
637312124012172226,637312124014930972,104.256027,30.57325,104.258754,30.568776,1210
637312124016503368,637312124013951707,104.23237,30.578924,104.23534,30.576923,1211
637312124013951707,637312124016503368,104.23534,30.576923,104.23237,30.578924,1211
637312124015898129,637312124014974809,104.19054,30.56704,104.194696,30.569851,1219
637312124014974809,637312124015898129,104.194696,30.569851,104.19054,30.56704,1219
637312124015464873,637276942181099327,104.260864,30.577421,104.259674,30.570957,1224
637276942181099327,637312124015464873,104.259674,30.570957,104.260864,30.577421,1224
637312124015908187,637312124012131469,104.228089,30.574787,104.234548,30.570499,1232
637312124012131469,637312124015908187,104.234548,30.570499,104.228089,30.574787,1232
637312124014294893,637312124013099887,104.279148,30.559226,104.274744,30.551521,1233
637312124013099887,637312124014294893,104.274744,30.551521,104.279148,30.559226,1233
637312124015464873,637312124012172226,104.260864,30.577421,104.256027,30.57325,1235
637312124012172226,637312124015464873,104.256027,30.57325,104.260864,30.577421,1235
639264856612717943,637312124015678607,104.1774,30.56805,104.17856,30.56646,1235
637312124015678607,639264856612717943,104.17856,30.56646,104.1774,30.56805,1235
637312124015648969,637312124013099887,104.26922,30.553812,104.274744,30.551521,1236
637312124013099887,637312124015648969,104.274744,30.551521,104.26922,30.553812,1236
637312124016900454,637312124012131469,104.24247,30.569216,104.234548,30.570499,1239
637312124012131469,637312124016900454,104.234548,30.570499,104.24247,30.569216,1239
637312124016864705,637312124014239466,104.184998,30.575947,104.18455,30.580715,1245
637312124014239466,637312124016864705,104.18455,30.580715,104.184998,30.575947,1245
637312124015594897,637312124013874021,104.202774,30.571428,104.199181,30.57605,1246
637312124013874021,637312124015594897,104.199181,30.57605,104.202774,30.571428,1246
637312124014972336,637312124012105827,104.25606,30.53671,104.260752,30.534826,1248
637312124012105827,637312124014972336,104.260752,30.534826,104.25606,30.53671,1248
637312124017001385,637312124015860410,104.25418,30.57235,104.258918,30.57548,1249
637312124015860410,637312124017001385,104.258918,30.57548,104.25418,30.57235,1249
637312124014930972,637312124013510502,104.258754,30.568776,104.268643,30.571744,1251
637312124013510502,637312124014930972,104.268643,30.571744,104.258754,30.568776,1251
639264856612717943,637312124016754143,104.1774,30.56805,104.1784,30.56639,1256
637312124016754143,639264856612717943,104.1784,30.56639,104.1774,30.56805,1256
637312124013983936,637312124012105827,104.262314,30.54017,104.260752,30.534826,1258
637312124012105827,637312124013983936,104.260752,30.534826,104.262314,30.54017,1258
637312124014905680,637312124013099887,104.269493,30.547171,104.274744,30.551521,1265
637312124013099887,637312124014905680,104.274744,30.551521,104.269493,30.547171,1265
637312124015860410,637276942222069138,104.258918,30.57548,104.26218,30.572575,1274
637276942222069138,637312124015860410,104.26218,30.572575,104.258918,30.57548,1274
637312124017001385,637276942222069138,104.25418,30.57235,104.26218,30.572575,1276
637276942222069138,637312124017001385,104.26218,30.572575,104.25418,30.57235,1276
637312124016939305,637276942188521769,104.180321,30.56114,104.18168,30.564999,1278
637276942188521769,637312124016939305,104.18168,30.564999,104.180321,30.56114,1278
637312124015917280,637312124014294893,104.28359,30.564098,104.279148,30.559226,1288
637312124014294893,637312124015917280,104.279148,30.559226,104.28359,30.564098,1288
637312124017080467,637276942191228430,104.27649,30.574787,104.2851,30.580921,1289
637276942191228430,637312124017080467,104.2851,30.580921,104.27649,30.574787,1289
637312124015650761,637312124015171684,104.19426,30.573801,104.200638,30.572446,1298
637312124015171684,637312124015650761,104.200638,30.572446,104.19426,30.573801,1298
637312124016939305,637312124014554863,104.180321,30.56114,104.181805,30.564663,1302
637312124014554863,637312124016939305,104.181805,30.564663,104.180321,30.56114,1302
637312124015171684,637312124013874021,104.200638,30.572446,104.199181,30.57605,1311
637312124013874021,637312124015171684,104.199181,30.57605,104.200638,30.572446,1311
637312124017011153,637276942181099327,104.260292,30.576493,104.259674,30.570957,1313
637276942181099327,637312124017011153,104.259674,30.570957,104.260292,30.576493,1313
637312124015650761,637312124012144235,104.19426,30.573801,104.200387,30.572607,1320
637312124012144235,637312124015650761,104.200387,30.572607,104.19426,30.573801,1320
637312124014972336,637312124013983936,104.25606,30.53671,104.262314,30.54017,1321
637312124013983936,637312124014972336,104.262314,30.54017,104.25606,30.53671,1321
637312124015860410,637312124014930972,104.258918,30.57548,104.258754,30.568776,1322
637312124014930972,637312124015860410,104.258754,30.568776,104.258918,30.57548,1322
637312124015548058,637312124014751773,104.229274,30.571409,104.222733,30.56518,1323
637312124014751773,637312124015548058,104.222733,30.56518,104.229274,30.571409,1323
637312124017011153,637312124012172226,104.260292,30.576493,104.256027,30.57325,1324
637312124012172226,637312124017011153,104.256027,30.57325,104.260292,30.576493,1324
637312124013973496,637312124012144235,104.196583,30.579774,104.200387,30.572607,1327
637312124012144235,637312124013973496,104.200387,30.572607,104.196583,30.579774,1327
637312124016862518,637312124015261918,104.297386,30.579788,104.302754,30.586932,1327
637312124015261918,637312124016862518,104.302754,30.586932,104.297386,30.579788,1327
637312124017001385,637312124017011153,104.25418,30.57235,104.260292,30.576493,1327
637312124017011153,637312124017001385,104.260292,30.576493,104.25418,30.57235,1327
637312124017001385,637312124015464873,104.25418,30.57235,104.260864,30.577421,1334
637312124015464873,637312124017001385,104.260864,30.577421,104.25418,30.57235,1334
639264856612717943,637312124016939305,104.1774,30.56805,104.180321,30.56114,1334
637312124016939305,639264856612717943,104.180321,30.56114,104.1774,30.56805,1334
637312124015171684,637312124012105895,104.200638,30.572446,104.204528,30.569901,1336
637312124012105895,637312124015171684,104.204528,30.569901,104.200638,30.572446,1336
639264856612717943,637312124016642332,104.1774,30.56805,104.168809,30.562433,1338
637312124016642332,639264856612717943,104.168809,30.562433,104.1774,30.56805,1338
637312124016864705,637312124015960747,104.184998,30.575947,104.19128,30.57212,1346
637312124015960747,637312124016864705,104.19128,30.57212,104.184998,30.575947,1346
637312124012172226,637276942222069138,104.256027,30.57325,104.26218,30.572575,1349
637276942222069138,637312124012172226,104.26218,30.572575,104.256027,30.57325,1349
637312124013099887,637312124012071547,104.274744,30.551521,104.266069,30.545579,1349
637312124012071547,637312124013099887,104.266069,30.545579,104.274744,30.551521,1349
637312124013099887,637312124013038879,104.274744,30.551521,104.266069,30.545579,1349
637312124012144235,637312124012105895,104.200387,30.572607,104.204528,30.569901,1358
637312124014905680,637312124012113514,104.269493,30.547171,104.259842,30.549018,1358
637312124012113514,637312124014905680,104.259842,30.549018,104.269493,30.547171,1358
637312124016503368,637312124015047543,104.23237,30.578924,104.242811,30.580906,1359
637312124015047543,637312124016503368,104.242811,30.580906,104.23237,30.578924,1359
637312124014905680,637276942195779033,104.269493,30.547171,104.25788,30.546867,1361
637276942195779033,637312124014905680,104.25788,30.546867,104.269493,30.547171,1361
637312124015494364,637312124014751773,104.22882,30.571407,104.222733,30.56518,1364
637312124014751773,637312124015494364,104.222733,30.56518,104.22882,30.571407,1364
637312124012113514,637312124012071547,104.259842,30.549018,104.266069,30.545579,1368
637312124012071547,637312124012113514,104.266069,30.545579,104.259842,30.549018,1368
637312124013038879,637312124012113514,104.266069,30.545579,104.259842,30.549018,1368
637312124012113514,637312124013038879,104.259842,30.549018,104.266069,30.545579,1368
637312124012071547,637276942195779033,104.266069,30.545579,104.25788,30.546867,1371
637312124013038879,637276942195779033,104.266069,30.545579,104.25788,30.546867,1371
637276942195779033,637312124013038879,104.25788,30.546867,104.266069,30.545579,1371
637276942195779033,637312124012071547,104.25788,30.546867,104.266069,30.545579,1371
639264856612717943,637312124015970836,104.1774,30.56805,104.17057,30.570486,1371
637312124015970836,639264856612717943,104.17057,30.570486,104.1774,30.56805,1371
637312124015171684,637312124012120678,104.200638,30.572446,104.204571,30.570229,1373
637312124012120678,637312124015171684,104.204571,30.570229,104.200638,30.572446,1373
637312124016503368,637312124015908187,104.23237,30.578924,104.228089,30.574787,1378
